model,country,iteration,question_id,correct,model_response,ground_truth
llama-3-8b-instruct,Algeria,1,New-su-57,1,sheep.,sheep; cow; camel; lamb
llama-3-8b-instruct,Algeria,1,New-su-58,1,"sheep, goats, cattle, and poultry.",cow; bull; mule; donkey
llama-3-8b-instruct,Algeria,1,Ni-en-12,1,university of algiers 1 (université d'alger 1),houari boumediene university of science and technology; university of science and technology; university of algiers; national polytechnic school; polytechnic school; the higher school of information; higher national school of computer science
llama-3-8b-instruct,Algeria,1,Sa-en-31,1,dog,cat; dog; bird
llama-3-8b-instruct,Algeria,1,Sa-en-7,1,"dates, msemen, brik, khobz, and makroud.",karantika; calentica; pizza; shawarma; m'hajeb; mhajeb; sfenj; bambalouni; sfinz; bambaloni; khfaf; pastries
llama-3-8b-instruct,Algeria,1,Ta-pe-21,1,streets and fields.,street; in the street; stadium; in the stadium; neighborhood
llama-3-8b-instruct,Algeria,1,Ta-pe-29,1,football (soccer),soccer; football
llama-3-8b-instruct,Algeria,1,Th-en-03,1,ligue professionnelle 1 (football),professional league; professionnelle; professional; algerian professional league 1; algerian professionnelle league 1; national football league; nfl; algerian football cup; algerian cup; republic cup
llama-3-8b-instruct,Algeria,1,Th-en-11,1,riyad mahrez,"mahrez; riyad mahrez; islam slimani; taoufik makhloufi; toufik makhloufi; ali ben cheikh; ali bencheikh; ali ""alilou"" bencheikh"
llama-3-8b-instruct,Algeria,1,Th-en-35,1,dinner,dinner; lunch
llama-3-8b-instruct,Algeria,1,Th-en-37,1,25,30; 23; 25
llama-3-8b-instruct,Algeria,1,Th-en-44,1,couscous.,couscous
llama-3-8b-instruct,Algeria,1,Th-en-45,1,watching tv together,watching a tv show; watching tv; tv
llama-3-8b-instruct,Algeria,1,Th-en-51,0,arabic.,mathematics; math; science; philosophy; literature
llama-3-8b-instruct,Algeria,1,Th-en-53,0,friday mosque prayers,chat; chatting; end of the year parties; end-of-year parties
llama-3-8b-instruct,Algeria,1,Tmp-ar-01,1,universités.,library; university library; to the library; laboratories; lab; house; home
llama-3-8b-instruct,China,1,Al-en-01,0,baozi,cheese stick; dried fruit; potato chips; chips; sweet; sweets; candy; ice cream; ad calcium milk
llama-3-8b-instruct,China,1,Al-en-04,1,apple,orange; apple; watermelon; pear
llama-3-8b-instruct,China,1,Al-en-19,1,english,english; japanese; korean
llama-3-8b-instruct,China,1,Al-en-39,1,dumplings and niangao (sticky rice cake).,birthday cake; cake; longevity noodles; noodles; home-style cooking
llama-3-8b-instruct,China,1,An-ar-03,1,6,6; 7; 1
llama-3-8b-instruct,China,1,Ca-sp-06,1,dinner,dinner; lunch; breakfast
llama-3-8b-instruct,China,1,Ca-sp-41,1,with family.,children's home; rural area; countryside; rural hometown; nursing home; home; hiring nursing staff to take care
llama-3-8b-instruct,China,1,Gu-ch-08,1,table tennis,basketball; soccer; football; running; table tennis
llama-3-8b-instruct,China,1,Gu-ch-38,1,4,4
llama-3-8b-instruct,China,1,Ji-ko-14,1,electronics,yiwu small commodities; mobile phone; textile; rice; shoes; clothes
llama-3-8b-instruct,China,1,Ji-ko-24,1,amusement park,swing; slide; amusement park; disney; little train
llama-3-8b-instruct,China,1,Ji-ko-25,1,"1. chinese new year ()
2. dragon boat festival ()
3. mid-autumn festival ()
4. qixi festival ()",mid-autumn festival; lunar new year; spring festival; chinese new year; dragon boat festival; mother's day; father's day; double ninth festival; qingming festival
llama-3-8b-instruct,China,1,Ji-ko-26,0,"* age 3: child begins to learn to use the toilet and to dress themselves
* age 7: child starts to help with household chores and begins to take care of their own belongings
* age 12: child starts to take responsibility for their own homework and study habits
* age 15: child begins to take on more household responsibilities and starts to make their own decisions
* age 18: child is considered an adult and is expected to be financially independent",work; college graduate; buy a house; get married
llama-3-8b-instruct,China,1,Ji-ko-28,0,the 15th day after birth.,first month; one month old; birth feast; hundred days
llama-3-8b-instruct,China,1,Ji-ko-29,1,60,80; 90; 20; 60; 18
llama-3-8b-instruct,China,1,Ji-ko-33,1,home,home; go home; playground; school classroom; extracurricular tutoring class; dormitory; student accommodation
llama-3-8b-instruct,China,1,Ji-ko-34,1,"elementary school students in china typically take a short walk or ride a bicycle to school, as schools are usually located near residential areas.",parent pick-up and drop-off; walk; take the bus
llama-3-8b-instruct,China,1,Ji-ko-35,1,private tutoring centers,private school; foreign language school; internation school; kindergarten; international exchange
llama-3-8b-instruct,China,1,Ji-ko-36,0,yuwen academy (语文academy),mathematics; english; physics
llama-3-8b-instruct,China,1,Ji-ko-37,1,uniforms,school uniform; sportswear
llama-3-8b-instruct,China,1,Ji-ko-40,1,"play games, chat with friends, or sleep.",go to the toilet; chat; play; sleep; do homework; study; sports; exercise
llama-3-8b-instruct,China,1,Ji-ko-42,1,"mathematics, chinese, and a foreign language (english or other languages).",mathematics; math; chinese; literature; english
llama-3-8b-instruct,China,1,Ji-ko-45,0,food.,holiday; dance; national day; party
llama-3-8b-instruct,China,1,Jo-sp-13,1,dragon boating,swimming; diving; jet ski; parasailing; dragon boat racing; scuba diving
llama-3-8b-instruct,China,1,Jo-sp-19,1,yangtze river delta,henan; northeast; northeast plain; guangdong; north china plain; the middle-lower yangtze plain
llama-3-8b-instruct,China,1,Jod-ch-01,1,chopsticks,chopsticks
llama-3-8b-instruct,China,1,Jod-ch-07,0,2.5,2; 1.5; 1
llama-3-8b-instruct,China,1,Jod-ch-60,1,8,8; 9
llama-3-8b-instruct,China,1,Ki-pe-34,0,tea,soy milk; milk
llama-3-8b-instruct,China,1,Kik-in-16,1,hot tea,tea; soup; bai; white liquor; chinese spirits; corn juice; soy milk; bubble tea; milk tea; coffee
llama-3-8b-instruct,China,1,Kik-in-37,1,beijing guoan vs shanghai shenhua,evergrande vs. luneng; shandong luneng vs guangdong evergrande; shanghai sipg vs shanghai shenhua; shandong luneng vs shanghai shenhua; zhejiang team vs qingdao hainiu
llama-3-8b-instruct,China,1,Na-ko-19,0,zhang changjing,lang ping; wei qiuyue
llama-3-8b-instruct,China,1,Na-ko-20,1,table tennis,soccer; football; basketball; ping pong; table tennis; volleyball
llama-3-8b-instruct,China,1,Na-ko-29,1,yang yu,sun yang; zhang lin
llama-3-8b-instruct,China,1,Na-ko-33,1,dumplings.,dumplings; tangyuan; glutinous rice balls; sweet rice balls; chicken; fish
llama-3-8b-instruct,China,1,Na-ko-39,1,red envelopes with money.,red envelope; cash red envelope; cash gift
llama-3-8b-instruct,China,1,Ne-ar-06,1,iftar and suhoor.,beef; lamb; mutton; chicken; noodles; suhor
llama-3-8b-instruct,China,1,Ne-ar-26,1,alibaba group,alibaba; moutai
llama-3-8b-instruct,China,1,Ne-ar-36,1,"reunion dinner (family gathering with traditional dishes such as peking duck, fish, noodles, dumplings, and niangao)",manchu han imperial feast; fish; may there be surpluses every year (fish); dumplings; hot pot; chicken
llama-3-8b-instruct,China,1,Ne-ar-38,0,rice.,instant noodles; meat
llama-3-8b-instruct,China,1,New-as-20,1,table tennis,ping pong; table tennis; badminton; e-sports
llama-3-8b-instruct,China,1,New-ch-07,0,"baijiu, chinese beer, and soda.",peanuts; peanut; braised food; braised meat; beef; pork; steamed bun
llama-3-8b-instruct,China,1,New-ch-16,0,"""kung fu hustle""",leap; women's volleyball number 1; woman basketball player no. 5; to the fore
llama-3-8b-instruct,China,1,New-ch-32,1,wps office,wps; microsoft; microsoft office; wechat
llama-3-8b-instruct,China,1,New-ch-38,1,"shanghai, guangzhou, shenzhen, hong kong, and tianjin.",shanghai; shenzhen; qingdao; guangzhou; shandong peninsula; zhuhai; dongguan
llama-3-8b-instruct,China,1,New-ch-44,1,1 month,3 months; one month; 1 month
llama-3-8b-instruct,China,1,New-ch-73,1,"golf, tennis, and badminton.",street dance club; sports; dance; guitar; badminton club
llama-3-8b-instruct,China,1,New-en-05,1,ramen,shaxian delicacies; instant noodles; steamed stuffed bun; steamed bun; porridge; fried dough stick; soy milk
llama-3-8b-instruct,China,1,New-en-19,1,beijing national stadium,beijing workers stadium; beijing national stadium; bird's nest; the national stadium
llama-3-8b-instruct,China,1,New-en-41,1,jack ma,jack ma; pony ma; ren zhengfei; liu qiangdong; lei jun
llama-3-8b-instruct,China,1,New-en-47,0,bamboo.,vegetable planting area; vegetable garden; vegetables; fruit; grass; soil; earth; brick; vegetable jar
llama-3-8b-instruct,China,1,New-en-56,1,english,english
llama-3-8b-instruct,China,1,New-en-68,1,"detention, expulsion, and parental notification.",call parents; summon parents; write a self-criticism; expulsion from school; expel from school; drop out; disciplinary probation; academic probation; record a demerit; corporal punishment; discipline; punishment; disciplinary warning; warning
llama-3-8b-instruct,China,1,New-en-69,1,"lu xun, mao dun, bai xianyong, wang anyi, gao xingjian, mo yan, and wang meng.",lu xun; lao she
llama-3-8b-instruct,China,1,New-gr-06,0,rice noodles,hot pot; luosifen; snail noodles; bubble tea; milk tea; fast food; kentucky fried chicken; kfc; mcdonald's
llama-3-8b-instruct,China,1,New-gr-08,1,baijiu,bai; white liquor; chinese spirits; beer; huangjiu; yellow wine
llama-3-8b-instruct,China,1,New-gr-15,1,tangyuan,mooncake; osmanthus cake; daoxiangcun; red bean bun; shaved ice; shaved snow; tangyuan; glutinous rice balls; sweet rice balls
llama-3-8b-instruct,China,1,New-gr-58,1,bus driver,cleaner; teacher; farmer; physical labor jobs; labourer; salesperson; saleswoman; salesman; builder; construction worker; temporary worker
llama-3-8b-instruct,China,1,New-ha-08,0,bok choy.,eight-treasure porridge; eight treasure congee; soup mixed with rice; momordica charantia; carrot; ochro; okra; vegetable; vegetables
llama-3-8b-instruct,China,1,New-in-01,1,starbucks,luckin coffee; starbucks
llama-3-8b-instruct,China,1,New-in-62,1,tsinghua university,tsinghua university; harbin institute of technology
llama-3-8b-instruct,China,1,New-ko-02,0,stork's nest program,listen to music; listen to songs; music; tell a story; prenatal yoga; listen to stories
llama-3-8b-instruct,China,1,New-ko-03,0,""" sister's song"" ()",little tiger; find friends; twinkle twinkle little star; birthday song; happy birthday song; little donkey
llama-3-8b-instruct,China,1,New-pe-06,0,beef noodle stew,braised pork with vermicelli; braised ribs; stewed ribs; stewed pig's trotters; braised pig's trotters; cabbage stewed with pork; stewed chicken; braised pork; potato with braised pork
llama-3-8b-instruct,China,1,New-pe-20,1,volleyball,surfing; swimming; volleyball; building sandcastles; beach volleyball
llama-3-8b-instruct,China,1,New-pe-49,1,temples.,temple; home
llama-3-8b-instruct,China,1,New-pe-65,0,7,9; 12
llama-3-8b-instruct,China,1,New-pe-76,1,tai chi,square dance; tai chi; play badminton
llama-3-8b-instruct,China,1,New-pe-86,0,the great wall of china,leifeng pagoda; oriental pearl; pearl of the orient; big wild goose pagoda; giant wild goose pagoda; canton tower
llama-3-8b-instruct,China,1,New-spme-05,1,"almond cookies, sesame balls, sugar-coated peanuts, and rice cakes.",cake ball; egg yolk pastry; egg roll; wife cake; sweetheart cake; cake; rolling donkey; lüdagun; tang yuan; yuanxiao; red bean bun; egg tart
llama-3-8b-instruct,China,1,New-spme-37,1,engineering,computer science; finance; business management; information technology; accounting; economy; art
llama-3-8b-instruct,China,1,New-su-33,1,business casual,formal attire; formal; shirt; trousers; appropriate; not inappropriately; not dressed in a strange or unusual way; not weird
llama-3-8b-instruct,China,1,New-su-34,0,piano,choir; art performance; extracurricular music class; radio calisthenics; short video challenge; listen to music and copy lyrics; choir competition
llama-3-8b-instruct,China,1,New-su-57,1,pigs,chicken; duck; dog; cat; pig; fish
llama-3-8b-instruct,China,1,New-su-58,0,"pigs, chickens, ducks, cattle, and fish.",cow; cat
llama-3-8b-instruct,China,1,Ni-en-12,1,tsinghua university,tsinghua university; peking university
llama-3-8b-instruct,China,1,Ni-en-31,0,hot pot and dumplings,apple; chocolate; pizza; steak; rice
llama-3-8b-instruct,China,1,Ni-en-40,1,"""jingle bells""",jingle bells; lonely christmas
llama-3-8b-instruct,China,1,Sa-en-22,1,beijing sport university,tsinghua university; beijing sport university
llama-3-8b-instruct,China,1,Sa-en-31,1,dog,dog; cat
llama-3-8b-instruct,China,1,Sa-en-7,1,"wonton chips, lychee, rice crackers, egg tarts, and mooncakes.",xiaolongbao; pancake; fried dough stick; grilled cold noodles; yogurt ice cream; bubble tea; milk tea; malatang; tangyuan; glutinous rice balls; sweet rice balls; tofu pudding; chuan chuan xiang
llama-3-8b-instruct,China,1,Ta-pe-21,1,schoolyards and public parks.,sports field; soccer field; football field
llama-3-8b-instruct,China,1,Ta-pe-29,1,basketball,soccer; football; basketball
llama-3-8b-instruct,China,1,Th-en-03,1,chinese basketball association (cba),china table tennis super league; chinese football super league; chinese super league; cba; chinese basketball association
llama-3-8b-instruct,China,1,Th-en-11,0,li na,yao ming; ming yao; yingsha sun; sun yingsha; ma long; long ma; su yiming; yiming su; xiang liu; liu xiang
llama-3-8b-instruct,China,1,Th-en-15,0,ice hockey,skiing; skating
llama-3-8b-instruct,China,1,Th-en-35,0,dinner,dinner; breakfast
llama-3-8b-instruct,China,1,Th-en-37,0,20,30; 22; 21; 18; 25; 23
llama-3-8b-instruct,China,1,Th-en-44,1,dumplings,hot pot; barbecue; mochi; dumplings; fish
llama-3-8b-instruct,China,1,Th-en-45,1,watching tv together,watch tv; watch tv series; watch movie; eating out; stroll; walk
llama-3-8b-instruct,China,1,Th-en-51,1,mathematics,mathematics; math; chinese literature; english; philosophy
llama-3-8b-instruct,China,1,Th-en-53,1,karaoke parties.,go to the internet cafe; karaoke; play games; association; club; society; academic competition; honor of kings
llama-3-8b-instruct,China,1,Tmp-ar-01,1,tuition centers.,library; study room
llama-3-8b-instruct,Indonesia,1,Al-en-01,1,kue putu.,chocolate paste; choki-choki; chocolate; chips; indonesian egg roll; momogi; wafer roll; wafer stick; cubit cake; kue cubit; indonesian mini pancake; biscuit
llama-3-8b-instruct,Indonesia,1,Al-en-04,1,durian,durian; mango; rambutan; coconut; banana; longan
llama-3-8b-instruct,Indonesia,1,Al-en-19,1,english,english; mandarin (chinese); japanese; arabic; korean
llama-3-8b-instruct,Indonesia,1,Al-en-36,0,kue putu.,candy; pumpkin; chocolate
llama-3-8b-instruct,Indonesia,1,Al-en-39,1,nasi tumpeng.,noodle; fried noodle; indonesian noodle; cake; birthday cake; yellow rice
llama-3-8b-instruct,Indonesia,1,An-ar-03,1,6,6; 5; 11; 1
llama-3-8b-instruct,Indonesia,1,Ca-sp-06,0,rujak.,lunch; breakfast; dinner
llama-3-8b-instruct,Indonesia,1,Ca-sp-11,1,sunday,saturday; sunday; friday
llama-3-8b-instruct,Indonesia,1,Ca-sp-41,0,with family.,nursing home
llama-3-8b-instruct,Indonesia,1,Gu-ch-08,1,futsal,soccer; football; basketball; badminton
llama-3-8b-instruct,Indonesia,1,Gu-ch-38,0,12 years,5; 4; 3
llama-3-8b-instruct,Indonesia,1,Ji-ko-14,1,palm oil,indomie; instant noodle; handicraft; furniture; palm oil; batik; rice; tin; fishes; fisheries; fish
llama-3-8b-instruct,Indonesia,1,Ji-ko-24,1,swimming pool.,timezone; safari park; zoo; waterboom; water park; amusement park; aquarium
llama-3-8b-instruct,Indonesia,1,Ji-ko-25,1,"idul fitri, idul adha, natal, and imlek.",eid holiday; eid; eid al-fitr holiday; eid al-fitr; christmas; christmas holiday; chinese new year holiday; chinese new year; mother's day
llama-3-8b-instruct,Indonesia,1,Ji-ko-26,0,"1. berpisah (leaving home) at around 18-20 years old
2. getting married
3. having children",entering college; enter college; work; marriage; parents' trust; environment; eat alone; place of residence
llama-3-8b-instruct,Indonesia,1,Ji-ko-28,0,the 7th day.,on the same day as the child's birth; same day as the child's birth; after 1 month; after 40 days
llama-3-8b-instruct,Indonesia,1,Ji-ko-29,0,15th,17; 21
llama-3-8b-instruct,Indonesia,1,Ji-ko-33,1,tv or internet,house; only stay at home; stay at home; return home; tutoring place; cafe; billiards place
llama-3-8b-instruct,Indonesia,1,Ji-ko-34,1,elementary school students in indonesia typically walk or take a short bus ride to school.,car; ride a car; picked up by school car; school car; bus; ride a bike; bike; bycicle; ride a bycicle; walk
llama-3-8b-instruct,Indonesia,1,Ji-ko-35,1,sekolah swasta (private school),english course; high school; school; tutoring place; music course
llama-3-8b-instruct,Indonesia,1,Ji-ko-36,1,sman (sekolah menengah atas negeri),mathematics; english; english language; religion; mandarin language; mandarin; civics
llama-3-8b-instruct,Indonesia,1,Ji-ko-37,1,school uniforms,uniform; school uniform; shorts; short-sleeved shirt; batik uniform; batik; trousers; scout uniform
llama-3-8b-instruct,Indonesia,1,Ji-ko-40,1,"gather with friends, play games, eat snacks, and chat.",buying food in the canteen; buying food; buy food; buying snacks; buy snacks; eat; eat with friends; chat; physical activity; playing with friends; studying; study
llama-3-8b-instruct,Indonesia,1,Ji-ko-42,1,"mathematics, indonesian, english, and one elective subject.",mathematics; english language; english; indonesian language; indonesian; physics
llama-3-8b-instruct,Indonesia,1,Ji-ko-45,1,food stalls and performances.,food bazaar; culinary bazaar; music concert; concert; race; contest; student party; famous band
llama-3-8b-instruct,Indonesia,1,Jo-sp-13,0,surfing,swim; swimming; water polo
llama-3-8b-instruct,Indonesia,1,Jo-sp-19,1,java,java; java island; sumatra island; sumatra; borneo island; bali; bali island; central java; east java; west java
llama-3-8b-instruct,Indonesia,1,Jod-ch-01,1,"spoon, fork, and chopsticks.",spoon; fork; chopsticks; plate; hand
llama-3-8b-instruct,Indonesia,1,Jod-ch-07,0,2.3,2; 1; 1.5
llama-3-8b-instruct,Indonesia,1,Jod-ch-60,1,8,8; 40; 24
llama-3-8b-instruct,Indonesia,1,Ki-pe-34,1,tea,tea; coffee; milk; orange juice; water
llama-3-8b-instruct,Indonesia,1,Kik-in-16,0,hot chocolate,warm tea; tea; wedang jahe; bandrek; onde-onde; coffee
llama-3-8b-instruct,Indonesia,1,Kik-in-36,1,rahmat dwi novianto,shin tae-yong; shin tae yong; indra sjafri; rahmad darmawan; benny dolo; alfred riedl
llama-3-8b-instruct,Indonesia,1,Kik-in-37,1,persija jakarta vs persib bandung,persib vs persija; persija vs persib; arema vs persebaya; arema fc vs persebaya surabaya; persebaya vs arema
llama-3-8b-instruct,Indonesia,1,Na-ko-20,1,badminton,badminton; soccer; football
llama-3-8b-instruct,Indonesia,1,Na-ko-33,1,kue putu.,noodles; fried noodles; fish; steamed fish; boiled fish; basket cake; mangkok cake; dimsum; dim sum
llama-3-8b-instruct,Indonesia,1,Na-ko-39,1,uang saku.,money; gift; flower
llama-3-8b-instruct,Indonesia,1,Ne-ar-06,1,"bubur ayam, gado-gado, and rendang.",takjil; fruit ice; ketupat; dates; cendol; kolak; vegetable lontong; rendang; curry
llama-3-8b-instruct,Indonesia,1,Ne-ar-09,1,"kue putu, ketupat, and rendang.",ketupat; opor ayam; indonesian chicken white curry; tumpeng rice; dates
llama-3-8b-instruct,Indonesia,1,Ne-ar-26,0,pt astra international tbk.,indofood; telkom; telkom indonesia; bank central asia; bca; bank mandiri; sinarmas; bank rakyat indonesia; bri; gojek
llama-3-8b-instruct,Indonesia,1,Ne-ar-36,1,"nasi lemak with rendang, krupuk, and sambal.",tumpeng rice; ketupat; rendang; indonesian white curry; opor
llama-3-8b-instruct,Indonesia,1,Ne-ar-38,1,nasi goreng.,rice box; rice; beef; fried chicken; basic necessities; dates; goat meat
llama-3-8b-instruct,Indonesia,1,New-as-20,1,badminton,badminton; futsal; table tennis
llama-3-8b-instruct,Indonesia,1,New-ch-07,1,"cocktails, beer, and snacks such as peanuts, potato chips, and crackers.",fried peanuts; peanut; dog meat
llama-3-8b-instruct,Indonesia,1,New-ch-16,0,gulali (1981),garuda di dadaku
llama-3-8b-instruct,Indonesia,1,New-ch-32,1,microsoft office,email; microsoft office; microsoft 365; microsoft word; microsoft excel
llama-3-8b-instruct,Indonesia,1,New-ch-38,1,"jakarta, surabaya, semarang, and batam.",jakarta; java; sumatra; bandung; surabaya; batam; borneo
llama-3-8b-instruct,Indonesia,1,New-ch-44,0,1 month,3 months; 6 months
llama-3-8b-instruct,Indonesia,1,New-ch-73,1,rock and hip-hop clubs.,soccer club; soccer; football club; hiking club; mountain climbing club; social club; mountaineering club; sports
llama-3-8b-instruct,Indonesia,1,New-en-05,1,nasi goreng,indomie; instant noodles; mcdonald's; kfc; uduk rice; tempeh; tofu
llama-3-8b-instruct,Indonesia,1,New-en-19,1,gelora bung karno stadium,gelora bung karno; gelora bung karno stadium; gbk; lebak bulus; lebak bulus stadium
llama-3-8b-instruct,Indonesia,1,New-en-41,1,michael bambang hartono,hartono; robert budi hartono; ciputra; chairul tandjung; anthoni salim; dato' sri tahir; tomy winata; bob sadino
llama-3-8b-instruct,Indonesia,1,New-en-47,0,a small shrine or altar.,fish pond; green plants; ornamental plants; grass; table and chairs
llama-3-8b-instruct,Indonesia,1,New-en-56,1,english,english language; english; mandarin language; mandarin
llama-3-8b-instruct,Indonesia,1,New-en-68,1,"detention, suspension, expulsion, and in severe cases, caning and imprisonment.",suspension; anarchic behavior; rude behavior; low interest in reading; low interest in school; bad character; promiscuity; abuse; bullying; uncomfortable school environment
llama-3-8b-instruct,Indonesia,1,New-en-69,1,"pramoedya ananta toer, ayu utami, andrea hirata, chairil anwar, and sutan takdir alisyahbana.",chairil anwar; andrea hirata; kho ping hoo; tere liye; pramoedya ananta toer; mochtar lubis
llama-3-8b-instruct,Indonesia,1,New-gr-06,1,nasi goreng,geprek chicken; toast; indomie; grilled ribs; noodles; cake; fried chicken
llama-3-8b-instruct,Indonesia,1,New-gr-08,1,arak.,beer; palm wine; lapen; brem
llama-3-8b-instruct,Indonesia,1,New-gr-15,1,martabak,iced fruit; black sticky rice; mixed ice; sweet martabak; fried banana; cendol; kolak; ice cream
llama-3-8b-instruct,Indonesia,1,New-gr-58,1,teacher,teacher; construction worker; office boy; street sweeper; laborer; transportation worker
llama-3-8b-instruct,Indonesia,1,New-ha-08,1,fermented soybeans (tempe),bitter melon; vegetables; gado-gado
llama-3-8b-instruct,Indonesia,1,New-in-01,1,starbucks,kopi kenangan; kapal api; kopi luwak; starbucks; janji jiwa
llama-3-8b-instruct,Indonesia,1,New-in-62,1,institut teknologi bandung (itb),bandung institute of technology; the university of indonesia; gadjah mada university; sepuluh nopember institute of technology
llama-3-8b-instruct,Indonesia,1,New-ko-02,1,antenatal classes,pregnant women's exercise; pregnancy exercise; baby massage class; hypnobirthing
llama-3-8b-instruct,Indonesia,1,New-ko-03,0,"""kereta api""",balonku; pelangi; bintang kecil; potong bebek angsa
llama-3-8b-instruct,Indonesia,1,New-pe-06,1,beef rendang,rendang; soto; cassava; indomie; sweet potato; boiled potatoes
llama-3-8b-instruct,Indonesia,1,New-pe-20,1,volleyball,beach volleyball; volleyball; beach soccer; beach football; soccer; football; gobak sodor; swim; swimming
llama-3-8b-instruct,Indonesia,1,New-pe-49,1,mosques.,church; local mosque; mosque; buddhist temple; house
llama-3-8b-instruct,Indonesia,1,New-pe-65,1,12,10; 12; 7; 8; 15
llama-3-8b-instruct,Indonesia,1,New-pe-76,1,picnicking,playing soccer with friends; playing ball; badminton; picnic; ride a bike; bicycle; jogging
llama-3-8b-instruct,Indonesia,1,New-pe-86,1,monas,national monument
llama-3-8b-instruct,Indonesia,1,New-spme-05,1,"1. kue putu
2. kue apam
3. martabak
4. es teler
5. pisang goreng",sweet martabak; martabak; crepe; pancake; cendol; es teler; layered cake
llama-3-8b-instruct,Indonesia,1,New-spme-37,0,engineering,business; management; business management; accountant; economy
llama-3-8b-instruct,Indonesia,1,New-su-24,1,badminton and sepak takraw.,soccer; football; badminton; cycling; card; chess
llama-3-8b-instruct,Indonesia,1,New-su-33,1,batik or traditional attire.,batik; shirt; uniform; suit
llama-3-8b-instruct,Indonesia,1,New-su-34,0,pencak silat,choir; piano; karawitan; marching band; band
llama-3-8b-instruct,Indonesia,1,New-su-42,1,islam,islam; christian; catholic
llama-3-8b-instruct,Indonesia,1,New-su-57,1,cattle,chicken; cow; goat
llama-3-8b-instruct,Indonesia,1,New-su-58,1,"cattle, chickens, pigs, and buffalo.",cow; buffalo; worm
llama-3-8b-instruct,Indonesia,1,Ni-en-12,1,university of indonesia (universitas indonesia),the university of indonesia; bandung institute of technology; gadjah mada university; sepuluh nopember institute of technology
llama-3-8b-instruct,Indonesia,1,Ni-en-31,0,rumput laut (seaweed) and krupuk (shrimp crackers).,rica-rica chicken; roast pork; cake; klappertaart
llama-3-8b-instruct,Indonesia,1,Ni-en-40,0,"""mary, did you know?""",selamat hari natal; jingle bell; we wish you a merry christmas; malam kudus; selamat hari natal dan tahun baru; gloria in excelcis deo
llama-3-8b-instruct,Indonesia,1,Sa-en-22,0,universitas atma jaya yogyakarta (ajy),the university of indonesia; gadjah mada university; bandung institute of technology; sepuluh nopember institute of technology; airlangga university
llama-3-8b-instruct,Indonesia,1,Sa-en-31,1,dog,cat; dog; fish; chicken; bird
llama-3-8b-instruct,Indonesia,1,Sa-en-7,1,"krupuk, nasi goreng, martabak, pisang goreng, and siomay.",fritters; meatball; onde-onde; batagor; crackers; biscuit
llama-3-8b-instruct,Indonesia,1,Ta-pe-21,1,lapangan futsal/soccer field,roadside field; vacant land; roadside; on the street; soccer field; on the soccer field; open field; playground; back of the house; school futsal field
llama-3-8b-instruct,Indonesia,1,Ta-pe-29,1,badminton,soccer; football; badminton
llama-3-8b-instruct,Indonesia,1,Th-en-03,0,indonesian basketball league (ibl),league 1; indonesian super league; indonesian super league (isl); isl; soccer; football
llama-3-8b-instruct,Indonesia,1,Th-en-11,0,cristiano ronaldo,rudy hartono; liem swie king; ivana lie; susi susanti; taufik hidayat; kevin sanjaya
llama-3-8b-instruct,Indonesia,1,Th-en-35,1,dinner,dinner
llama-3-8b-instruct,Indonesia,1,Th-en-37,0,23,20; 22; 18; 25
llama-3-8b-instruct,Indonesia,1,Th-en-44,1,nasi goreng.,grilled fish; grilled chicken; padang rice; fried chicken; satay; meatball; tumpeng rice
llama-3-8b-instruct,Indonesia,1,Th-en-45,1,watching tv together.,watching tv; watch tv; watch tv together; going to the mall; go to the mall; exercise; futsal
llama-3-8b-instruct,Indonesia,1,Th-en-51,1,bahasa indonesia,mathematics; english; english language; history; religion
llama-3-8b-instruct,Indonesia,1,Th-en-53,1,ospek (orientasi sekolah/university),basketball; art; soccer; football; troop; badminton; futsal
llama-3-8b-instruct,Indonesia,1,Tmp-ar-01,1,pustaka.,library; at home; cafe
llama-3-8b-instruct,Spain,1,Al-en-01,0,churros con chocolate.,fruit; piece of fruit; sandwich; cookies; biscuits; juice; ham and cheese sandwich; bread sticks; corn cakes; cereal bars
llama-3-8b-instruct,Spain,1,Al-en-04,0,oranges,orange; melon; banana; watermelon; apple
llama-3-8b-instruct,Spain,1,Al-en-19,1,english,english; catalan; basque
llama-3-8b-instruct,Spain,1,Al-en-36,1,tortas de aceite,fritters; chestnuts; porridge; pumpkin sponge cake
llama-3-8b-instruct,Spain,1,Al-en-39,1,tortas de cumpleaños (birthday cakes) and churros con chocolate.,cake; candies; sweets; coke; coca cola
llama-3-8b-instruct,Spain,1,An-ar-03,0,6,6; 5
llama-3-8b-instruct,Spain,1,Ca-sp-06,0,dinner,the midday meal; lunch; breakfast
llama-3-8b-instruct,Spain,1,Ca-sp-11,1,sunday,sunday; saturday
llama-3-8b-instruct,Spain,1,Ca-sp-41,1,with family.,in nursing homes; residence; nursing home; in a residence; residences; at home with people who help; at home with a caregiver; at your home
llama-3-8b-instruct,Spain,1,Gu-ch-08,1,football (soccer),soccer; football
llama-3-8b-instruct,Spain,1,Gu-ch-38,1,4,4; 6; 3; 7; 5
llama-3-8b-instruct,Spain,1,Ji-ko-14,1,wine,ham; serrano ham; the iberian ham; olive oil; the potato omelette; the paella
llama-3-8b-instruct,Spain,1,Ji-ko-24,0,beach,ball pit; ball pits; playground; conventional park; amusement park; amusement parks; warner park madrid; the arcades; trampolines
